ligand,predicted_affinity,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408601684.mol2,4.600707889,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000044451797.mol2,4.596034288,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000058168662.mol2,4.595832229,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000007703268.mol2,4.586369395,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000055107700.mol2,4.585869908,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408607912.mol2,4.574322104,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408607914.mol2,4.574322104,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006552265.mol2,4.574301243,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000089929849.mol2,4.572351575,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015743889.mol2,4.566888809,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020033067.mol2,4.544859529,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000088059249.mol2,4.544117451,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000027462455.mol2,4.538280368,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000027462450.mol2,4.538280368,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408607754.mol2,4.531655312,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013064213.mol2,4.526700974,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013064197.mol2,4.526700974,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096170964.mol2,4.525232911,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000033625288.mol2,4.521116018,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000033625286.mol2,4.521116018,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000024712238.mol2,4.519084692,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016610261.mol2,4.490604401,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009493965.mol2,4.48980093,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208124.mol2,4.489433765,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000102698510.mol2,4.474477768,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006359795.mol2,4.474477768,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013585478.mol2,4.471542835,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013585480.mol2,4.471542835,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408549985.mol2,4.469360709,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408549984.mol2,4.469360709,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001094429.mol2,4.465765357,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009094912.mol2,4.461198449,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000071924172.mol2,4.445014,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012883027.mol2,4.442002773,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000387132.mol2,4.442002773,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000036396160.mol2,4.435985684,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000920757.mol2,4.420348406,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000920759.mol2,4.420348406,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409184166.mol2,4.418644905,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000514288717.mol2,4.418138862,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000070640072.mol2,4.415192008,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409009259.mol2,4.397041798,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000068741251.mol2,4.374709725,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020279413.mol2,4.368727803,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020279408.mol2,4.368727803,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002957923.mol2,4.350626469,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016648334.mol2,4.330351949,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000059444200.mol2,4.330191016,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000058025868.mol2,4.322075844,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000072008204.mol2,4.322075844,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000675274.mol2,4.312805533,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009227409.mol2,4.307249188,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408609486.mol2,4.305394888,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408614103.mol2,4.299454689,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000027338567.mol2,4.295746088,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028427933.mol2,4.293575883,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020901435.mol2,4.287368655,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608622.mol2,4.285691977,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207596.mol2,4.283605814,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408636160.mol2,4.275271893,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408636159.mol2,4.275271893,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012922356.mol2,4.269698262,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000003024934.mol2,4.265013933,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000003024932.mol2,4.265013933,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004694543.mol2,4.25648272,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408607380.mol2,4.251297116,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000161799664.mol2,4.242116213,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020032697.mol2,4.236533046,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016647555.mol2,4.232898951,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000045974619.mol2,4.226859212,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000222747558.mol2,4.222364426,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208121.mol2,4.220157266,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000102698508.mol2,4.213685393,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096171017.mol2,4.212734699,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015228213.mol2,4.211893678,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028204648.mol2,4.208649993,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409391479.mol2,4.197530746,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409391480.mol2,4.197530746,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028208441.mol2,4.190095663,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408620140.mol2,4.182674885,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408620144.mol2,4.182674885,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408621694.mol2,4.175375104,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408621690.mol2,4.175375104,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408611087.mol2,4.174420834,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408611089.mol2,4.174420834,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012648714.mol2,4.152442217,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004511240.mol2,4.149179459,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004511237.mol2,4.149179459,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408614220.mol2,4.148253202,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207594.mol2,4.137317538,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016647544.mol2,4.124574661,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000387133.mol2,4.124131799,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000034800100.mol2,4.123623371,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000075166549.mol2,4.117567539,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408636477.mol2,4.115824103,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000003188556.mol2,4.115478396,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004409243.mol2,4.088333249,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000667517.mol2,4.081261158,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000667521.mol2,4.081261158,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009085921.mol2,4.075351954,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009085922.mol2,4.075351954,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408582200.mol2,4.053528905,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408582203.mol2,4.053528905,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001368120.mol2,4.050914645,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000857028.mol2,4.041226506,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016661481.mol2,4.028230309,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408601727.mol2,4.016449451,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002884207.mol2,4.008969665,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004694952.mol2,3.993694782,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004694953.mol2,3.993694782,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000328595935.mol2,3.98835659,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009227412.mol2,3.929672241,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408606282.mol2,3.917577267,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001057080.mol2,3.917220831,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001057086.mol2,3.917220831,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001075752.mol2,3.914522529,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012982526.mol2,3.906953335,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408780524.mol2,3.88230741,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013496948.mol2,3.878993392,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408609488.mol2,3.865166903,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004994623.mol2,3.861215115,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408603901.mol2,3.8366431,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608113.mol2,3.823952675,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608117.mol2,3.823952675,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002810325.mol2,3.817722201,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000161799806.mol2,3.814023733,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408621053.mol2,3.79355669,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408621049.mol2,3.79355669,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000108268454.mol2,3.791419864,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001703578.mol2,3.791287541,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000014135587.mol2,3.76026392,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408617619.mol2,3.752078414,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000857047.mol2,3.72023046,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002975707.mol2,3.717520833,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408619482.mol2,3.712342978,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408619483.mol2,3.712342978,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000024685905.mol2,3.706814051,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009217098.mol2,3.702217937,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028427938.mol2,3.698087335,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000084579082.mol2,3.697032928,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408621683.mol2,3.696072102,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009227410.mol2,3.661346436,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004409238.mol2,3.654919863,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006946188.mol2,3.644266725,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006944724.mol2,3.644266725,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006587451.mol2,3.639382124,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000074478.mol2,3.620857,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006190556.mol2,3.604545593,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000022874474.mol2,3.581103086,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096171016.mol2,3.549947143,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096025321.mol2,3.542582989,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096025322.mol2,3.542582989,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000464362.mol2,3.530007005,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000380223.mol2,3.525060415,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000145697.mol2,3.510968089,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000046294920.mol2,3.509203196,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000842957.mol2,3.501929641,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009462086.mol2,3.497925997,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015443709.mol2,3.488838077,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608265.mol2,3.478777409,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000780804.mol2,3.473809361,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013496957.mol2,3.431779742,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000027338565.mol2,3.428177238,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000187154036.mol2,3.418967128,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237692985.mol2,3.418967128,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000912417.mol2,3.403981328,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408610248.mol2,3.392831087,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408609231.mol2,3.387123942,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001703577.mol2,3.371371627,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009365369.mol2,3.317533135,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576329.mol2,3.297893405,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408613871.mol2,3.297516108,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002878041.mol2,3.269630075,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001133096.mol2,3.248366714,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000001133099.mol2,3.248366714,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000892926.mol2,3.238730431,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408614163.mol2,3.23829174,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002726068.mol2,3.221469522,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000028207365.mol2,3.212140203,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000885023.mol2,3.209671378,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576829.mol2,3.181009293,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408617380.mol2,3.180230856,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408617375.mol2,3.180230856,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000071415933.mol2,3.160708547,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409003426.mol2,3.153713346,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000035397954.mol2,3.134048581,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000095990980.mol2,3.125142455,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000069629413.mol2,3.121353388,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002960123.mol2,3.111410737,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002279237.mol2,3.099656105,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408614162.mol2,3.062460423,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004616497.mol2,3.050793409,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004616496.mol2,3.050793409,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000020032693.mol2,3.042103052,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408625065.mol2,3.01576972,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408625066.mol2,3.01576972,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000027551410.mol2,2.983302772,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000079959.mol2,2.966052592,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000059444185.mol2,2.940050364,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408608261.mol2,2.925405502,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006325645.mol2,2.920431495,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000015743890.mol2,2.903941274,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000059516213.mol2,2.889634967,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409020949.mol2,2.842909098,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000226073176.mol2,2.835418582,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002960121.mol2,2.80326426,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576327.mol2,2.791705132,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000007308188.mol2,2.762578726,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004122313.mol2,2.731496096,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016161758.mol2,2.720885277,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000226857008.mol2,2.719660699,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000059444141.mol2,2.696205378,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985291.mol2,2.685272694,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000039985290.mol2,2.685272694,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000169828255.mol2,2.683810592,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408607381.mol2,2.659823895,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000267822486.mol2,2.613345385,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000362127835.mol2,2.613345385,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000005814300.mol2,2.434225529,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000005814299.mol2,2.434225529,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000757186023.mol2,2.292336971,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576833.mol2,2.215130627,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408624923.mol2,2.084059268,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408626149.mol2,1.999741346,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000408626148.mol2,1.999741346,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000409068262.mol2,1.931714863,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002905974.mol2,1.911794692,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002966810.mol2,1.730183959,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006944730.mol2,1.687168926,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006946193.mol2,1.687168926,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002905973.mol2,1.681491435,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576553.mol2,1.656447649,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002662332.mol2,1.635510474,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000842949.mol2,1.608342826,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000000842948.mol2,1.608342826,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004694954.mol2,1.224271655,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000002899105.mol2,0.804104358,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576559.mol2,0.761936232,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000016576556.mol2,0.761936232,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006944775.mol2,0.254302099,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006946237.mol2,0.254302099,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000095370234.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000071144686.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000040059737.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000040059736.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000123580116.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000079057823.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237435920.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000085597987.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000057761894.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000031625402.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000053202973.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000253427233.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000053202972.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000006844205.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000004935725.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237809524.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000077200743.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000065363929.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000085598159.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096245397.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000045944819.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000136675139.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000019477666.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000009441642.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000426722728.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000158195753.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000013565106.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000090608972.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000048325506.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000031625403.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000822662146.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237536271.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096319974.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000065363930.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000079057839.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000088059570.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237634822.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000071144684.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000085598016.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000079057821.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000096245398.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012785920.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000112511459.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000090608971.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000079057830.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000237809622.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000058331448.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000012800113.mol2,,
/home/zdy/Project2/data/case/HIV-1-Protease/mol2/ZINC000244983726.mol2,,
