ZINC_ID,SMILES,Highest_Similarity,Similar_To_Query
"ZINC000001133099","[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c1[H]",0.2000,"Darunavir"
"ZINC000001741503","[H]c1c(C([H])([H])[H])nc(N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c([H])c(C(F)(F)F)c3[H])C([H])([H])C2([H])[H])nc1C([H])([H])[H]",0.2024,"Tipranavir"
"ZINC000023805398","[H]O[C@@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])N1C([H])([H])C([H])([H])N(S(=O)(=O)c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])C1([H])[H]",0.2000,"Tipranavir"
"ZINC000023805396","[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])N1C([H])([H])C([H])([H])N(S(=O)(=O)c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])C1([H])[H]",0.2000,"Tipranavir"
"ZINC000002279237","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000002875367","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(Cl)c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000002957923","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000048309072","[H]c1c([H])c([H])c2c(c1[H])C([H])([H])N(S(=O)(=O)c1c([H])c(C(F)(F)F)c([H])c([H])c1Cl)[C@]([H])(C(=O)N([H])[H])C2([H])[H]",0.2135,"Tipranavir"
"ZINC000000780802","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1F",0.2000,"Darunavir"
"ZINC000000780804","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1F",0.2000,"Darunavir"
"ZINC000013656164","[H]c1c([H])c(C([H])([H])N2C(=O)N([H])[C@@](N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c([H])c([H])c1OC([H])([H])[H]",0.2083,"Saquinavir"
"ZINC000013656166","[H]c1c([H])c(C([H])([H])N2C(=O)N([H])[C@](N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c([H])c([H])c1OC([H])([H])[H]",0.2083,"Saquinavir"
"ZINC000004838960","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2079,"Darunavir"
"ZINC000004838957","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c2[H])c([H])c1[H]",0.2079,"Darunavir"
"ZINC000000842957","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000096104317","[H]c1c([H])c(S(=O)(=O)C2([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C2([H])[H])c([H])c([H])c1F",0.2051,"Tipranavir"
"ZINC000017320859","[H]c1c([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c2c1OC([H])([H])O2",0.2000,"Darunavir"
"ZINC000017847781","[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)N1C([H])([H])C([H])([H])N(S(=O)(=O)c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])C1([H])[H]",0.2073,"Tipranavir"
"ZINC000004616497","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c(F)c1[H]",0.2000,"Darunavir"
"ZINC000004616496","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c(F)c1[H]",0.2000,"Darunavir"
"ZINC000000857026","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2136,"Darunavir"
"ZINC000000857028","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2136,"Darunavir"
"ZINC000010301500","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000408550339","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2039,"Darunavir"
"ZINC000408618781","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H]",0.2041,"Darunavir"
"ZINC000408618783","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H]",0.2041,"Darunavir"
"ZINC000408619625","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])C(=O)N([H])c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])O2",0.2000,"Darunavir"
"ZINC000408617375","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408617380","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408625065","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408625066","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408926338","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H]",0.2083,"Darunavir"
"ZINC000409003426","[H]c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000000916038","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H]",0.2100,"Darunavir"
"ZINC000000916043","[H]c1c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c([H])c1C([H])([H])[H]",0.2100,"Darunavir"
"ZINC000039985901","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000039985902","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000079017700","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]2([H])C#N)c([H])c([H])c1C(F)(F)F",0.2088,"Tipranavir"
"ZINC000079017702","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]2([H])C#N)c([H])c([H])c1C(F)(F)F",0.2088,"Tipranavir"
"ZINC000004785188","[H]c1c([H])c(N([H])C(=O)[C@]2([H])N(S(=O)(=O)c3c(C([H])([H])[H])noc3C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(C(F)(F)F)c1[H]",0.2020,"Tipranavir"
"ZINC000004785190","[H]c1c([H])c(N([H])C(=O)[C@@]2([H])N(S(=O)(=O)c3c(C([H])([H])[H])noc3C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c(C(F)(F)F)c1[H]",0.2020,"Tipranavir"
"ZINC000009227409","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000009227407","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2041,"Darunavir"
"ZINC000071850197","[H]c1sc(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H]",0.2043,"Tipranavir"
"ZINC000010679653","[H]c1c([H])c([H])c(C(=O)N([H])C2([H])C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]",0.2000,"Tipranavir"
"ZINC000002884207","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000004676562","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]",0.2021,"Darunavir"
"ZINC000004977041","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000004977040","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000026782519","[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])[C@@]2([H])N([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2039,"Darunavir"
"ZINC000026782520","[H]c1c([H])c([H])c2c(c1[H])OC([H])([H])C([H])([H])[C@]2([H])N([H])C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2039,"Darunavir"
"ZINC000017301920","[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c2c1OC([H])([H])O2",0.2020,"Darunavir"
"ZINC000032999966","[H]c1c(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])sc(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]",0.2020,"Darunavir"
"ZINC000032999965","[H]c1c(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])sc(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]",0.2020,"Darunavir"
"ZINC000071850196","[H]c1sc(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H]",0.2043,"Tipranavir"
"ZINC000012605287","[H]c1c([H])c(C([H])([H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c2c1OC([H])([H])O2",0.2000,"Darunavir"
"ZINC000012766454","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C(=O)C([H])([H])N([H])c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])c1OC([H])([H])[H]",0.2100,"Darunavir"
"ZINC000007975781","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c(N([H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])c1OC([H])([H])[H]",0.2079,"Darunavir"
"ZINC000096245396","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])[C@@]3([H])C([H])([H])[N@+]([H])(C([H])([H])c4c([H])c([H])c(C(F)(F)F)c([H])c4[H])C([H])([H])[C@@]3([H])C2([H])[H])c([H])c1[H]",0.2000,"Tipranavir"
"ZINC000019929934","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000019929932","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000408533121","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408533124","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000006707166","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000012146325","[H]C1=C([H])[C@@]([H])(C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N(S(=O)(=O)c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C1([H])[H]",0.2045,"Tipranavir"
"ZINC000408549984","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000408549985","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000408581869","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(Cl)c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408581868","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(Cl)c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408600670","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2165,"Darunavir"
"ZINC000408600669","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2165,"Darunavir"
"ZINC000408621694","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000408621690","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000028648053","[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c2c1OC([H])([H])C([H])([H])O2",0.2020,"Darunavir"
"ZINC000059444140","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c1[H]",0.2020,"Darunavir"
"ZINC000006678212","[H]c1c([H])c([H])c(C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H]",0.2019,"Darunavir"
"ZINC000039986149","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000039986148","[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]",0.2000,"Darunavir"
"ZINC000096245398","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])[C@]3([H])C([H])([H])[N+]([H])(C([H])([H])c4c([H])c([H])c(C(F)(F)F)c([H])c4[H])C([H])([H])[C@@]3([H])C2([H])[H])c([H])c1[H]",0.2000,"Tipranavir"
"ZINC000096245397","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])[C@@]3([H])C([H])([H])[N+]([H])(C([H])([H])c4c([H])c([H])c(C(F)(F)F)c([H])c4[H])C([H])([H])[C@]3([H])C2([H])[H])c([H])c1[H]",0.2000,"Tipranavir"
"ZINC000096245396","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])[C@@]3([H])C([H])([H])[N@@+]([H])(C([H])([H])c4c([H])c([H])c(C(F)(F)F)c([H])c4[H])C([H])([H])[C@@]3([H])C2([H])[H])c([H])c1[H]",0.2000,"Tipranavir"
"ZINC000096340609","[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])(c3nnc(C(F)(F)F)o3)C([H])([H])C2([H])[H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]",0.2045,"Tipranavir"
"ZINC000007971016","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H]",0.2069,"Tipranavir"
"ZINC000007971015","[H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c([H])c1[H]",0.2069,"Tipranavir"
"ZINC000036396160","[H]c1c([H])c(S(=O)(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])N([H])c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H]",0.2021,"Darunavir"
"ZINC000001119324","[H]c1c([H])c(N([C@]([H])(C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H]",0.2045,"Tipranavir"
"ZINC000001119326","[H]c1c([H])c(N([C@@]([H])(C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H]",0.2045,"Tipranavir"
"ZINC000009217099","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)[C@@]1([H])N(S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])C1([H])[H]",0.2111,"Tipranavir"
"ZINC000009217098","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1N([H])C(=O)[C@]1([H])N(S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])C1([H])[H]",0.2111,"Tipranavir"
"ZINC000032909193","[H]c1c(C([H])([H])[H])sc(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c1[H]",0.2043,"Tipranavir"
"ZINC000032909194","[H]c1c(C([H])([H])[H])sc(S(=O)(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c1[H]",0.2043,"Tipranavir"
"ZINC000013654996","[H]c1c([H])c([H])c(C([H])([H])N2C(=O)N([H])[C@](N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c(Cl)c1[H]",0.2043,"Saquinavir"
"ZINC000013654998","[H]c1c([H])c([H])c(C([H])([H])N2C(=O)N([H])[C@@](N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(C(F)(F)F)C2=O)c(Cl)c1[H]",0.2043,"Saquinavir"
"ZINC000014980934","[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1C(=O)[C@]1([H])C([H])([H])N(S(=O)(=O)c2c(C([H])([H])[H])noc2C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]",0.2000,"Tipranavir"
